"","Name","Date","state","locality","site","strata","Latitude","Longitude","yr","Image ID","BRY","CNCA","CNTR","CRB","MOB","MOG","SP","WPOT","SC","Unc","MAA","MAEC","MAEF","MAEN","MAF","MAG","MALA","MALCB","MAS"
"AMP51403","AMP51403.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.1520483333333,-66.46545,2023,4227154,0,0,0,0,0,0,0,0,1,0,96,0,0,0,3,0,0,0,0
"AMP51404","AMP51404.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.1520483333333,-66.46545,2023,4227153,0,0,0,0,2,0,0,0,0,0,82,0,0,0,16,0,0,0,0
"AMP51405","AMP51405.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.1520483333333,-66.4654483333333,2023,4227152,0,0,0,0,0,0,0,0,0,0,98,0,0,0,2,0,0,0,0
"AMP51406","AMP51406.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.1520483333333,-66.4654483333333,2023,4227151,0,0,0,0,1,0,0,0,1,0,94,0,0,0,4,0,0,0,0
"AMP51407","AMP51407.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.1520483333333,-66.4654483333333,2023,4227150,0,0,0,0,2,0,0,0,1,0,82,0,0,1,13,0,0,0,1
"AMP51408","AMP51408.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.1520483333333,-66.4654483333333,2023,4227149,0,0,0,0,2,0,0,0,0,0,98,0,0,0,0,0,0,0,0
"AMP51409","AMP51409.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.1520466666667,-66.4654466666667,2023,4227148,0,0,0,0,0,0,0,0,0,0,91,0,0,0,9,0,0,0,0
"AMP51410","AMP51410.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.1520466666667,-66.4654466666667,2023,4227147,0,0,0,0,3,0,0,0,1,0,94,0,0,0,2,0,0,0,0
"AMP51411","AMP51411.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.1520466666667,-66.465445,2023,4227146,0,0,0,0,1,0,0,0,2,0,91,0,0,1,4,0,0,0,1
"AMP51412","AMP51412.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.152045,-66.4654433333333,2023,4227145,0,0,0,0,3,0,0,0,1,0,92,0,0,0,2,0,0,0,2
"AMP51413","AMP51413.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.152045,-66.4654383333333,2023,4227144,0,0,0,0,4,0,0,0,1,0,90,0,0,0,4,0,0,0,1
"AMP51414","AMP51414.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.1520433333333,-66.465435,2023,4227143,0,0,0,0,0,0,0,0,0,0,96,0,0,0,2,0,0,0,2
"AMP51415","AMP51415.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.1520433333333,-66.4654316666667,2023,4227142,0,0,0,0,0,0,0,0,1,0,96,0,0,0,3,0,0,0,0
"AMP51416","AMP51416.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.1520433333333,-66.46543,2023,4227141,0,0,0,0,1,0,0,0,0,0,90,0,0,0,6,0,0,0,3
"AMP51417","AMP51417.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.1520483333333,-66.4653583333333,2023,4227140,0,0,0,0,0,0,0,0,0,0,97,0,0,0,3,0,0,0,0
"AMP51418","AMP51418.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.1520466666667,-66.4653416666667,2023,4227139,0,0,0,0,0,0,0,0,0,0,96,0,0,0,4,0,0,0,0
"AMP51419","AMP51419.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.1520433333333,-66.46532,2023,4227138,0,0,0,0,1,0,0,0,1,0,92,0,0,0,6,0,0,0,0
"AMP51420","AMP51420.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.1520433333333,-66.46532,2023,4227137,0,0,0,0,0,0,0,0,0,0,94,0,0,0,6,0,0,0,0
"AMP51421","AMP51421.jpg",2023-05-14,"CHUBUT","PIMCPA","PLAYA DEL AMOR","LOWTIDE",-45.152,-66.4652566666667,2023,4227136,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,1
"AMP51423","AMP51423.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.166105,-66.4752,2023,3360855,0,0,0,0,6,0,0,0,3,0,62,0,0,0,1,0,0,0,28
"AMP51424","AMP51424.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16610333,-66.4752,2023,3360854,0,0,0,0,8,0,0,0,0,0,72,0,0,1,0,0,0,0,19
"AMP51425","AMP51425.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.166105,-66.47519833,2023,3360852,0,0,0,0,26,0,0,0,3,0,53,1,0,0,2,0,0,0,15
"AMP51426","AMP51426.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.166105,-66.4752,2023,3360851,0,0,0,0,20,0,0,0,1,0,68,0,0,0,2,0,0,0,9
"AMP51427","AMP51427.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.166105,-66.4752,2023,3360850,0,0,0,0,19,0,0,0,0,0,59,0,0,0,2,0,0,0,20
"AMP51428","AMP51428.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16611,-66.47516833,2023,3360848,0,0,0,0,18,0,0,0,1,0,59,0,0,0,0,0,0,0,22
"AMP51429","AMP51429.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.166105,-66.475165,2023,3360847,0,0,0,0,23,0,0,0,1,0,34,0,0,0,11,0,0,0,31
"AMP51430","AMP51430.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16612,-66.47513833,2023,3360846,0,0,0,0,27,0,0,0,0,0,47,0,0,0,2,0,0,0,24
"AMP51431","AMP51431.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16612,-66.47513833,2023,3360845,0,0,0,1,25,0,0,0,0,0,64,0,0,0,0,0,0,0,10
"AMP51432","AMP51432.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.166115,-66.475145,2023,3360844,0,0,0,0,10,0,0,0,0,0,71,0,0,0,0,0,0,0,19
"AMP51433","AMP51433.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.166115,-66.475145,2023,3360842,0,0,0,0,9,0,0,0,3,0,61,0,0,0,1,0,0,0,26
"AMP51434","AMP51434.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.166115,-66.475145,2023,3360841,0,0,0,0,7,0,0,0,0,0,58,0,0,0,0,0,0,0,35
"AMP51435","AMP51435.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16611833,-66.47515,2023,3360840,0,0,0,0,13,0,0,0,0,0,70,0,0,0,0,0,0,0,17
"AMP51436","AMP51436.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16611833,-66.47515,2023,3360838,0,0,0,0,8,0,0,0,0,0,78,0,0,0,4,0,0,0,10
"AMP51437","AMP51437.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16611833,-66.47515,2023,3360837,0,0,0,0,23,0,0,0,0,0,64,0,0,1,0,0,0,0,12
"AMP51438","AMP51438.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16612,-66.47514,2023,3360835,0,0,0,1,14,0,0,0,0,0,79,0,0,0,0,0,0,0,6
"AMP51439","AMP51439.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16612167,-66.47514,2023,3360834,0,0,0,0,30,0,0,0,2,0,44,0,0,1,0,0,0,0,23
"AMP51440","AMP51440.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16612167,-66.47514,2023,3360833,0,0,0,0,14,0,0,0,1,0,62,0,0,1,0,0,0,0,22
"AMP51441","AMP51441.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16611333,-66.47515167,2023,3360832,0,0,0,0,15,0,0,0,0,0,72,0,0,0,1,0,0,0,12
"AMP51442","AMP51442.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16611833,-66.47515667,2023,3360831,0,0,0,0,19,0,0,0,1,0,70,0,0,0,2,0,0,0,8
"AMP51443","AMP51443.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16611833,-66.47515667,2023,3360830,0,0,0,1,25,0,0,0,1,0,70,0,0,0,0,0,0,0,3
"AMP51444","AMP51444.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16611833,-66.47515667,2023,3360829,0,0,0,0,18,0,0,0,3,0,76,0,0,0,0,2,0,0,1
"AMP51445","AMP51445.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16611833,-66.47515667,2023,3360828,0,0,0,0,8,0,0,0,2,0,87,0,0,1,0,0,0,0,2
"AMP51446","AMP51446.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16612,-66.47515667,2023,3360827,0,0,0,0,24,0,0,0,0,0,68,0,0,0,0,0,0,0,8
"AMP51447","AMP51447.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16612,-66.47515667,2023,3360826,0,0,0,0,30,0,0,0,0,0,62,0,0,0,0,0,0,0,8
"AMP51448","AMP51448.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16612,-66.47515667,2023,3360825,0,0,0,0,9,0,0,0,0,0,82,0,0,0,0,0,0,0,9
"AMP51449","AMP51449.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16611167,-66.47515833,2023,3360824,0,0,0,1,20,0,0,0,0,0,69,0,0,1,2,0,0,0,7
"AMP51450","AMP51450.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16611167,-66.47515833,2023,3360823,0,0,0,2,27,0,0,0,0,0,67,0,0,0,0,0,0,0,4
"AMP51451","AMP51451.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16614333,-66.475155,2023,3360822,0,0,0,0,8,0,0,0,0,0,78,0,0,0,0,0,0,0,14
"AMP51452","AMP51452.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16616833,-66.47522333,2023,3360821,0,0,0,0,21,0,0,0,0,0,63,0,0,0,5,0,0,0,11
"AMP51453","AMP51453.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16616833,-66.47522333,2023,3360820,0,0,0,0,22,0,0,0,1,0,65,0,0,0,6,0,0,0,6
"AMP51455","AMP51455.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16617,-66.475225,2023,3360819,0,0,0,0,31,0,0,0,2,0,55,0,0,2,0,0,0,0,10
"AMP51456","AMP51456.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16617,-66.475225,2023,3360818,0,0,0,0,9,0,0,0,1,0,79,0,0,0,0,0,0,0,11
"AMP51457","AMP51457.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16617,-66.47522667,2023,3360817,0,0,0,0,0,0,0,0,2,0,85,0,0,2,1,0,0,0,10
"AMP51458","AMP51458.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16617333,-66.47523667,2023,3360816,0,0,0,0,2,0,0,0,6,0,84,0,0,3,0,0,0,0,5
"AMP51459","AMP51459.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16617333,-66.47523667,2023,3360815,0,0,0,0,13,0,0,0,0,0,69,0,0,0,2,0,0,0,16
"AMP51460","AMP51460.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16617667,-66.475245,2023,3360814,0,0,0,0,20,0,0,0,0,0,64,0,0,0,0,0,0,0,16
"AMP51461","AMP51461.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16617667,-66.475255,2023,3360813,0,0,0,0,11,0,0,0,0,0,66,0,0,0,0,0,0,0,23
"AMP51462","AMP51462.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16617667,-66.475255,2023,3360812,0,0,0,0,9,0,0,0,1,0,73,0,0,2,2,0,0,0,13
"AMP51463","AMP51463.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16617833,-66.47525667,2023,3360811,0,0,0,0,14,0,0,0,0,0,76,0,0,0,0,1,0,0,9
"AMP51464","AMP51464.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16617833,-66.47525667,2023,3360810,0,0,0,0,13,0,0,0,0,0,71,0,0,1,5,0,0,0,10
"AMP51465","AMP51465.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16617833,-66.47525667,2023,3360809,0,0,0,0,0,0,0,0,1,0,88,0,0,1,0,0,0,0,10
"AMP51466","AMP51466.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16620167,-66.47539333,2023,3360808,0,0,0,0,23,0,0,0,0,0,54,0,0,0,1,0,0,0,22
"AMP51467","AMP51467.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16620167,-66.47539333,2023,3360807,0,0,0,0,50,0,0,0,0,0,33,0,0,0,0,0,0,0,17
"AMP51468","AMP51468.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16621333,-66.47540167,2023,3360806,0,0,0,0,34,0,0,0,2,0,41,0,0,0,7,0,0,0,16
"AMP51469","AMP51469.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16621333,-66.47540167,2023,3360805,0,0,0,0,5,0,0,0,1,0,86,0,0,0,1,0,0,0,7
"AMP51470","AMP51470.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16621667,-66.47544167,2023,3360804,0,0,0,0,0,0,0,0,3,0,83,0,0,0,3,0,0,0,11
"AMP51472","AMP51472.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16621833,-66.47544167,2023,3360802,0,0,0,0,8,0,0,0,0,0,89,0,0,0,0,0,0,0,3
"AMP51473","AMP51473.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16621833,-66.47544167,2023,3360801,0,0,0,1,6,0,0,0,0,0,77,0,0,0,0,0,0,0,16
"AMP51474","AMP51474.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16621833,-66.47544167,2023,3360800,0,0,0,0,4,0,0,0,0,0,83,0,0,0,1,0,0,0,12
"AMP51475","AMP51475.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16621833,-66.47544167,2023,3360799,0,0,0,0,0,0,0,0,3,0,83,0,0,0,0,0,0,0,14
"AMP51476","AMP51476.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16622667,-66.47547833,2023,3360798,0,0,0,1,45,0,0,0,1,0,38,0,0,2,0,0,0,0,13
"AMP51477","AMP51477.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","LOWTIDE",-45.16623,-66.47548167,2023,3360797,0,0,0,0,1,0,0,0,0,0,61,0,0,0,5,0,0,0,33
"AMP51479","AMP51479.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16621833,-66.47549,2023,3360796,0,0,0,0,95,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"AMP51480","AMP51480.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16621333,-66.47549,2023,3360795,0,0,0,0,76,0,0,0,0,0,1,0,0,0,0,0,0,0,23
"AMP51481","AMP51481.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16621333,-66.47549,2023,3360794,0,0,0,0,97,0,0,0,0,0,2,0,0,0,0,0,0,0,1
"AMP51482","AMP51482.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16619667,-66.47548833,2023,3360793,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,2,13
"AMP51483","AMP51483.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16619833,-66.475495,2023,3360792,0,0,0,10,83,0,0,0,0,0,2,0,0,0,4,0,0,0,1
"AMP51484","AMP51484.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16619833,-66.475495,2023,3360791,0,0,0,0,85,0,0,0,0,0,1,0,0,0,10,0,0,0,4
"AMP51485","AMP51485.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16619833,-66.47549667,2023,3360790,0,0,0,0,56,0,0,0,0,0,0,0,0,0,22,0,0,0,22
"AMP51486","AMP51486.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16619333,-66.475495,2023,3360789,0,0,0,0,97,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"AMP51487","AMP51487.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16615667,-66.475505,2023,3360788,0,0,0,0,91,0,0,0,0,0,0,0,0,0,5,0,0,0,4
"AMP51488","AMP51488.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16615667,-66.475505,2023,3360786,0,0,0,0,72,0,0,0,0,0,1,0,0,0,8,0,0,0,19
"AMP51489","AMP51489.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16615333,-66.475505,2023,3360785,0,0,0,7,82,0,0,0,0,0,1,0,0,0,0,0,0,0,10
"AMP51490","AMP51490.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16615667,-66.47549333,2023,3360784,0,0,0,1,93,0,0,0,0,0,0,0,0,0,4,0,0,0,2
"AMP51491","AMP51491.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16613833,-66.47549667,2023,3360782,0,0,0,0,58,0,0,0,2,0,2,0,0,0,8,0,0,0,30
"AMP51492","AMP51492.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16613833,-66.47549667,2023,3360781,0,0,0,0,92,0,0,0,0,0,3,0,0,0,3,0,0,0,2
"AMP51493","AMP51493.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16613833,-66.47549833,2023,3360779,0,0,0,1,83,0,0,0,2,0,1,0,0,0,13,0,0,0,0
"AMP51494","AMP51494.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16613833,-66.47549833,2023,3360778,0,0,0,0,59,0,0,0,2,0,3,0,0,0,28,0,0,0,8
"AMP51495","AMP51495.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16613333,-66.47551167,2023,3360777,0,0,0,0,78,0,0,0,0,0,4,0,0,0,5,0,0,0,13
"AMP51496","AMP51496.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16613333,-66.47551333,2023,3360775,0,0,0,0,81,0,0,0,0,0,2,0,0,0,13,0,0,0,4
"AMP51497","AMP51497.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16614,-66.47552667,2023,3360774,0,0,0,0,70,0,0,0,0,0,1,0,0,0,23,0,0,0,6
"AMP51498","AMP51498.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16614,-66.47552667,2023,3360772,0,0,0,0,72,0,0,0,0,0,3,0,0,0,23,0,0,0,2
"AMP51499","AMP51499.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16614,-66.47552667,2023,3360770,0,0,0,1,30,0,0,0,0,0,0,0,0,0,66,0,0,0,3
"AMP51500","AMP51500.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16614,-66.47552667,2023,3360769,0,0,0,0,55,0,0,0,1,0,1,0,0,0,36,0,0,0,7
"AMP51501","AMP51501.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16614667,-66.47553833,2023,3360768,0,0,0,0,78,0,0,0,0,0,11,0,0,0,6,0,0,0,5
"AMP51502","AMP51502.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16614667,-66.47553833,2023,3360766,0,0,0,0,87,0,0,0,0,0,5,0,0,0,4,0,0,0,4
"AMP51503","AMP51503.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16614667,-66.47554,2023,3360764,0,0,0,0,74,0,0,0,0,0,10,0,0,0,4,0,0,0,12
"AMP51504","AMP51504.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16614667,-66.47554,2023,3360762,0,0,0,0,58,0,0,0,0,0,9,0,0,0,26,0,0,0,7
"AMP51505","AMP51505.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16614667,-66.47554167,2023,3360761,0,0,0,0,69,0,0,0,0,0,2,0,0,0,26,0,0,0,3
"AMP51506","AMP51506.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16614667,-66.47554167,2023,3360760,0,0,0,0,76,0,0,0,0,0,5,0,0,0,15,0,0,0,4
"AMP51507","AMP51507.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16613833,-66.47554833,2023,3360758,0,0,0,0,45,0,0,0,0,0,0,0,0,0,50,0,0,0,5
"AMP51508","AMP51508.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16613833,-66.47555,2023,3360757,0,0,0,0,66,0,0,0,0,0,12,0,0,0,10,0,0,0,12
"AMP51509","AMP51509.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16613833,-66.47555,2023,3360755,0,0,0,1,49,0,0,0,0,0,0,0,0,0,32,0,0,0,18
"AMP51510","AMP51510.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.166125,-66.47556,2023,3360754,0,0,0,0,90,0,0,0,2,0,0,0,0,0,2,0,0,0,6
"AMP51511","AMP51511.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16611333,-66.47557167,2023,3360753,0,0,0,1,89,0,0,0,0,0,1,0,0,0,4,0,0,0,5
"AMP51512","AMP51512.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16611333,-66.47557,2023,3360752,0,0,0,0,54,0,0,0,6,0,1,0,0,1,38,0,0,0,0
"AMP51513","AMP51513.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16611333,-66.47557,2023,3360750,0,0,0,0,44,0,0,0,1,0,2,0,0,0,49,0,0,0,4
"AMP51514","AMP51514.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16611333,-66.47557,2023,3360748,0,0,0,1,27,0,0,0,0,0,4,0,0,1,62,0,0,0,5
"AMP51515","AMP51515.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16611333,-66.47557,2023,3360747,0,0,0,0,50,0,0,0,11,0,4,0,0,0,34,0,0,0,1
"AMP51516","AMP51516.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16611333,-66.47557167,2023,3360746,0,0,0,0,25,0,0,0,9,0,3,0,0,1,59,0,0,0,3
"AMP51517","AMP51517.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16611333,-66.47557167,2023,3360744,0,0,0,0,74,0,0,0,2,0,1,0,0,0,22,0,0,0,1
"AMP51518","AMP51518.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16611333,-66.47557167,2023,3360743,0,0,0,0,78,0,0,0,0,0,4,0,0,0,17,0,0,0,1
"AMP51519","AMP51519.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16611333,-66.47557333,2023,3360742,0,0,0,0,79,0,0,0,0,0,5,0,0,0,12,0,0,0,4
"AMP51520","AMP51520.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16611333,-66.47557333,2023,3360740,0,0,0,0,71,0,0,0,0,0,4,0,0,0,18,0,0,0,7
"AMP51521","AMP51521.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16611333,-66.475575,2023,3360738,0,0,0,0,54,0,0,0,0,0,11,0,0,0,27,0,0,0,8
"AMP51522","AMP51522.jpg",2023-04-14,"CHUBUT","PIMCPA","PUNTA ULLOA SUR","MIDTIDE",-45.16610833,-66.47559,2023,3360739,0,0,0,1,68,0,0,0,0,0,0,0,0,0,9,0,0,0,22
